id,From_country,To_country,Points,Round,Voting_Method,Host_Nation,OOA,Average_Points,VBlocs1_FC,VBlocs2_FC,VBlocs1_TC,VBlocs2_TC,ComVBlocs1,ComVBlocs2,FC_LANGFAM,TC_LANGFAM,ComLANGFAM,Neighbours,TC_NumNeigh,FC_NonCOB,FC_NonCitzens,FC_COB,FC_Citizens,FC_Population,METRIC_COB,METRIC_Citizens,METRIC_COBCit,FC_GDP_mil,TC_GDP_mil,GDP_PROP,FC_CAP_LAT,FC_CAP_LON,TC_CAP_LAT,TC_CAP_LON,CAP_DIST_km,TC_PerfType,TC_SingerGender,FC_SONGLANG,TC_SONGLANG,ComSONGLAN,danceability,energy,key,loudiness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
70,San Marino,Armenia,8,sf1,T,n,7,6.66666666666667,1,5,1,1,y,n,ItalianRomance,Armenian,n,n,2,NA,NA,NA,NA,33005,NA,NA,NA,1500,10547.33,0.142216086914887,43.9356,12.4473,40.1792,44.4991,2661.78714933014,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
71,Serbia,Armenia,3,f,J,n,26,3,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,NA,7076372,NA,NA,NA,37745.11,10547.33,3.57864122958133,44.7866,20.4489,40.1792,44.4991,2029.40582334649,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
72,Serbia,Armenia,2,f,T,n,26,3,1,2,1,1,y,n,Slavic,Armenian,n,n,2,NA,NA,NA,NA,7076372,NA,NA,NA,37745.11,10547.33,3.57864122958133,44.7866,20.4489,40.1792,44.4991,2029.40582334649,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
73,Slovenia,Armenia,4,f,J,n,26,5,1,2,1,1,y,n,Slavic,Armenian,n,n,2,15,8,1822985,1956422,2064188,6.21882812402831E-05,7.42349163929254E-05,0.000136423197633,43990.64,10547.33,4.17078445445435,46.0569,14.5058,40.1792,44.4991,2504.18747442221,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
74,Spain,Armenia,12,f,J,n,26,7.3,1,3,1,1,y,n,ItalianRomance,Armenian,n,n,2,NA,NA,40521758,42022582,46440099,NA,NA,NA,1232088.19,10547.33,116.815174077231,40.4168,-3.7038,40.1792,44.4991,4035.67194649155,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
75,Spain,Armenia,6,f,T,n,26,7.3,1,3,1,1,y,n,ItalianRomance,Armenian,n,n,2,NA,NA,40521758,42022582,46440099,NA,NA,NA,1232088.19,10547.33,116.815174077231,40.4168,-3.7038,40.1792,44.4991,4035.67194649155,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
76,Spain,Armenia,12,sf1,J,n,7,7.3,1,3,1,1,y,n,ItalianRomance,Armenian,n,n,2,NA,NA,40521758,42022582,46440099,NA,NA,NA,1232088.19,10547.33,116.815174077231,40.4168,-3.7038,40.1792,44.4991,4035.67194649155,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
77,Spain,Armenia,10,sf1,T,n,7,7.3,1,3,1,1,y,n,ItalianRomance,Armenian,n,n,2,NA,NA,40521758,42022582,46440099,NA,NA,NA,1232088.19,10547.33,116.815174077231,40.4168,-3.7038,40.1792,44.4991,4035.67194649155,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
78,Sweden,Armenia,4,f,J,n,26,4,1,4,1,1,y,n,Germanic,Armenian,n,n,2,2674,1541,8174753,9068184,9851017,0.001595214119017,0.001968491364058,0.003563705483076,510999.8,10547.33,48.4482613135267,59.3293,18.0696,40.1792,44.4991,2815.52790543233,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
79,Sweden,Armenia,5,sf1,J,n,7,4,1,4,1,1,y,n,Germanic,Armenian,n,n,2,2674,1541,8174753,9068184,9851017,0.001595214119017,0.001968491364058,0.003563705483076,510999.8,10547.33,48.4482613135267,59.3293,18.0696,40.1792,44.4991,2815.52790543233,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
80,Sweden,Armenia,3,sf1,T,n,7,4,1,4,1,1,y,n,Germanic,Armenian,n,n,2,2674,1541,8174753,9068184,9851017,0.001595214119017,0.001968491364058,0.003563705483076,510999.8,10547.33,48.4482613135267,59.3293,18.0696,40.1792,44.4991,2815.52790543233,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
81,The Netherlands,Armenia,2,f,J,n,26,10.2,1,5,1,1,y,n,Germanic,Armenian,n,n,2,868,1079,14922597,16078619,16900726,0.000438798480787,0.001312481222031,0.001751279702817,770845.05,10547.33,73.0843777524739,52.3702,4.8952,40.1792,44.4991,3279.97601761093,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
82,The Netherlands,Armenia,8,f,T,n,26,10.2,1,5,1,1,y,n,Germanic,Armenian,n,n,2,868,1079,14922597,16078619,16900726,0.000438798480787,0.001312481222031,0.001751279702817,770845.05,10547.33,73.0843777524739,52.3702,4.8952,40.1792,44.4991,3279.97601761093,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
83,The Netherlands,Armenia,5,sf1,J,n,7,10.2,1,5,1,1,y,n,Germanic,Armenian,n,n,2,868,1079,14922597,16078619,16900726,0.000438798480787,0.001312481222031,0.001751279702817,770845.05,10547.33,73.0843777524739,52.3702,4.8952,40.1792,44.4991,3279.97601761093,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
84,The Netherlands,Armenia,12,sf1,T,n,7,10.2,1,5,1,1,y,n,Germanic,Armenian,n,n,2,868,1079,14922597,16078619,16900726,0.000438798480787,0.001312481222031,0.001751279702817,770845.05,10547.33,73.0843777524739,52.3702,4.8952,40.1792,44.4991,3279.97601761093,Solo,Female,English,English,1,0.535,0.712,5,-7.82,0,0.0541,0.0861,5.81E-06,0.11,0.319,119.906,178327,4
85,Ukraine,Armenia,7,f,T,n,26,7.1,3,1,1,1,n,y,Slavic,Armenian,n,n,2,NA,NA,NA,NA,42590879,NA,NA,NA,93270.48,10547.33,8.84304179351551,50.4501,30.5234,40.1792,44.4991,1575.60822685927,Solo,Female,Mixed,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
86,Albania,Australia,12,f,J,n,13,3,1,3,1,4,y,n,Albanian,Germanic,n,n,0,NA,NA,NA,NA,2886026,NA,NA,NA,11926.86,1204616.44,0.009900960674254,41.3275,119.8187,-35.4735,149.0124,9044.07789439505,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
87,Albania,Australia,12,f,T,n,13,3,1,3,1,4,y,n,Albanian,Germanic,n,n,0,NA,NA,NA,NA,2886026,NA,NA,NA,11926.86,1204616.44,0.009900960674254,41.3275,119.8187,-35.4735,149.0124,9044.07789439505,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
88,Albania,Australia,10,sf2,J,n,10,3,1,3,1,4,y,n,Albanian,Germanic,n,n,0,NA,NA,NA,NA,2886026,NA,NA,NA,11926.86,1204616.44,0.009900960674254,41.3275,119.8187,-35.4735,149.0124,9044.07789439505,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
89,Albania,Australia,6,sf2,T,n,10,3,1,3,1,4,y,n,Albanian,Germanic,n,n,0,NA,NA,NA,NA,2886026,NA,NA,NA,11926.86,1204616.44,0.009900960674254,41.3275,119.8187,-35.4735,149.0124,9044.07789439505,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
90,Armenia,Australia,5,f,J,n,13,1,1,1,1,4,y,n,Armenian,Germanic,n,n,0,NA,NA,NA,NA,2998577,NA,NA,NA,10547.33,1204616.44,0.008755757973883,40.1792,44.4991,-35.4735,149.0124,13568.9795959993,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
91,Austria,Australia,12,f,J,n,13,12,2,6,1,4,n,n,Germanic,Germanic,y,n,0,2364,1134,7106289,7433203,8690076,0.00149262495525,0.000902239128377,0.002394864083626,386427.79,1204616.44,0.320789072080072,48.2082,16.3738,-35.4735,149.0124,15918.5522889513,Solo,Female,French,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
92,Austria,Australia,3,f,T,n,13,12,2,6,1,4,n,n,Germanic,Germanic,y,n,0,2364,1134,7106289,7433203,8690076,0.00149262495525,0.000902239128377,0.002394864083626,386427.79,1204616.44,0.320789072080072,48.2082,16.3738,-35.4735,149.0124,15918.5522889513,Solo,Female,French,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
93,Azerbaijan,Australia,7,f,J,n,13,0,3,1,1,4,n,n,Turkic,Germanic,n,n,0,NA,NA,NA,NA,9705643,NA,NA,NA,37847.72,1204616.44,0.031418897122141,40.4093,49.8671,-35.4735,149.0124,13159.1530954717,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
94,Azerbaijan,Australia,2,f,T,n,13,0,3,1,1,4,n,n,Turkic,Germanic,n,n,0,NA,NA,NA,NA,9705643,NA,NA,NA,37847.72,1204616.44,0.031418897122141,40.4093,49.8671,-35.4735,149.0124,13159.1530954717,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
95,Belarus,Australia,6,f,J,n,13,6,4,1,1,4,n,n,Slavic,Germanic,n,n,0,NA,NA,NA,NA,9498364,NA,NA,NA,47433.44,1204616.44,0.039376384403321,53.9045,27.5615,-35.4735,149.0124,15121.7653353059,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
96,Belarus,Australia,1,f,T,n,13,6,4,1,1,4,n,n,Slavic,Germanic,n,n,0,NA,NA,NA,NA,9498364,NA,NA,NA,47433.44,1204616.44,0.039376384403321,53.9045,27.5615,-35.4735,149.0124,15121.7653353059,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
97,Belarus,Australia,8,sf2,J,n,10,6,4,1,1,4,n,n,Slavic,Germanic,n,n,0,NA,NA,NA,NA,9498364,NA,NA,NA,47433.44,1204616.44,0.039376384403321,53.9045,27.5615,-35.4735,149.0124,15121.7653353059,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
98,Belarus,Australia,7,sf2,T,n,10,6,4,1,1,4,n,n,Slavic,Germanic,n,n,0,NA,NA,NA,NA,9498364,NA,NA,NA,47433.44,1204616.44,0.039376384403321,53.9045,27.5615,-35.4735,149.0124,15121.7653353059,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
99,Belgium,Australia,12,f,J,n,13,4,5,1,1,4,n,n,Germanic,Germanic,y,n,0,1516,725,9461830,9977874,11311117,0.000819775405332,0.000543786841559,0.00136356224689,466365.73,1204616.44,0.387148734247725,50.8503,4.3517,-35.4735,149.0124,16723.3207162228,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
100,Belgium,Australia,4,f,T,n,13,4,5,1,1,4,n,n,Germanic,Germanic,y,n,0,1516,725,9461830,9977874,11311117,0.000819775405332,0.000543786841559,0.00136356224689,466365.73,1204616.44,0.387148734247725,50.8503,4.3517,-35.4735,149.0124,16723.3207162228,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
101,Belgium,Australia,12,sf2,J,n,10,4,5,1,1,4,n,n,Germanic,Germanic,y,n,0,1516,725,9461830,9977874,11311117,0.000819775405332,0.000543786841559,0.00136356224689,466365.73,1204616.44,0.387148734247725,50.8503,4.3517,-35.4735,149.0124,16723.3207162228,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
102,Belgium,Australia,10,sf2,T,n,10,4,5,1,1,4,n,n,Germanic,Germanic,y,n,0,1516,725,9461830,9977874,11311117,0.000819775405332,0.000543786841559,0.00136356224689,466365.73,1204616.44,0.387148734247725,50.8503,4.3517,-35.4735,149.0124,16723.3207162228,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
103,Bosnia & Herzegovina,Australia,10,f,J,n,13,0,1,2,1,4,y,n,Slavic,Germanic,n,n,0,NA,NA,NA,NA,3515982,NA,NA,NA,16559.7,1204616.44,0.013746865350767,43.8563,18.4131,-35.4735,149.0124,15750.7365968888,Solo,Female,Bosnian,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
104,Bosnia & Herzegovina,Australia,3,f,T,n,13,0,1,2,1,4,y,n,Slavic,Germanic,n,n,0,NA,NA,NA,NA,3515982,NA,NA,NA,16559.7,1204616.44,0.013746865350767,43.8563,18.4131,-35.4735,149.0124,15750.7365968888,Solo,Female,Bosnian,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
105,Bulgaria,Australia,8,f,J,n,13,0,1,3,1,4,y,n,Slavic,Germanic,n,n,0,236,67,7015969,7075726,7153784,0.001712440590647,0.000858336109047,0.002570776699694,52395.16,1204616.44,0.043495305443449,42.6977,23.3219,-35.4735,149.0124,15340.8577331519,Solo,Female,Mixed,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
106,Bulgaria,Australia,5,f,T,n,13,0,1,3,1,4,y,n,Slavic,Germanic,n,n,0,236,67,7015969,7075726,7153784,0.001712440590647,0.000858336109047,0.002570776699694,52395.16,1204616.44,0.043495305443449,42.6977,23.3219,-35.4735,149.0124,15340.8577331519,Solo,Female,Mixed,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
107,Bulgaria,Australia,12,sf2,J,n,10,0,1,3,1,4,y,n,Slavic,Germanic,n,n,0,236,67,7015969,7075726,7153784,0.001712440590647,0.000858336109047,0.002570776699694,52395.16,1204616.44,0.043495305443449,42.6977,23.3219,-35.4735,149.0124,15340.8577331519,Solo,Female,Mixed,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
108,Bulgaria,Australia,7,sf2,T,n,10,0,1,3,1,4,y,n,Slavic,Germanic,n,n,0,236,67,7015969,7075726,7153784,0.001712440590647,0.000858336109047,0.002570776699694,52395.16,1204616.44,0.043495305443449,42.6977,23.3219,-35.4735,149.0124,15340.8577331519,Solo,Female,Mixed,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
109,Croatia,Australia,12,f,J,n,13,0,1,2,1,4,y,n,Slavic,Germanic,n,n,0,NA,NA,NA,4147382,4190669,NA,NA,NA,50425.33,1204616.44,0.041860071243922,45.815,15.9819,-35.4735,149.0124,15952.3961579223,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
110,Croatia,Australia,5,f,T,n,13,0,1,2,1,4,y,n,Slavic,Germanic,n,n,0,NA,NA,NA,4147382,4190669,NA,NA,NA,50425.33,1204616.44,0.041860071243922,45.815,15.9819,-35.4735,149.0124,15952.3961579223,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
111,Cyprus,Australia,10,f,J,n,13,4,6,3,1,4,n,n,Hellenic,Germanic,n,n,0,NA,NA,NA,NA,848319,NA,NA,NA,19801.66,1204616.44,0.016438145240654,35.1856,33.3823,-35.4735,149.0124,14286.8492376314,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
112,Cyprus,Australia,5,f,T,n,13,4,6,3,1,4,n,n,Hellenic,Germanic,n,n,0,NA,NA,NA,NA,848319,NA,NA,NA,19801.66,1204616.44,0.016438145240654,35.1856,33.3823,-35.4735,149.0124,14286.8492376314,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
113,Czech Republic,Australia,1,f,T,n,13,0,7,1,1,4,n,n,Slavic,Germanic,n,n,0,578,606,10120553,10077497,10553843,0.001333979551801,0.001272184504541,0.002606164056342,99300.33,1204616.44,0.082433151916804,50.0755,14.4378,-35.4735,149.0124,16043.0386607917,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
114,Denmark,Australia,10,f,J,n,13,8,1,4,1,4,y,y,Germanic,Germanic,y,n,0,3153,1937,5069632,5244104,5707251,0.004944959293873,0.004182257469011,0.009127216762884,306142.94,1204616.44,0.254141426128968,55.6761,12.5683,-35.4735,149.0124,16045.1572159944,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
115,Denmark,Australia,10,f,T,n,13,8,1,4,1,4,y,y,Germanic,Germanic,y,n,0,3153,1937,5069632,5244104,5707251,0.004944959293873,0.004182257469011,0.009127216762884,306142.94,1204616.44,0.254141426128968,55.6761,12.5683,-35.4735,149.0124,16045.1572159944,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
116,Denmark,Australia,12,sf2,J,n,10,8,1,4,1,4,y,y,Germanic,Germanic,y,n,0,3153,1937,5069632,5244104,5707251,0.004944959293873,0.004182257469011,0.009127216762884,306142.94,1204616.44,0.254141426128968,55.6761,12.5683,-35.4735,149.0124,16045.1572159944,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
117,Denmark,Australia,8,sf2,T,n,10,8,1,4,1,4,y,y,Germanic,Germanic,y,n,0,3153,1937,5069632,5244104,5707251,0.004944959293873,0.004182257469011,0.009127216762884,306142.94,1204616.44,0.254141426128968,55.6761,12.5683,-35.4735,149.0124,16045.1572159944,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
118,Estonia,Australia,10,f,J,n,13,5,8,5,1,4,n,n,Uralic,Germanic,n,n,0,118,50,1122085,1117693,1315944,0.000608689820952,0.000252205537425,0.000860895358377,23136.74,1204616.44,0.019206727744808,59.437,24.7536,-35.4735,149.0124,15247.35672806,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
119,Estonia,Australia,4,f,T,n,13,5,8,5,1,4,n,n,Uralic,Germanic,n,n,0,118,50,1122085,1117693,1315944,0.000608689820952,0.000252205537425,0.000860895358377,23136.74,1204616.44,0.019206727744808,59.437,24.7536,-35.4735,149.0124,15247.35672806,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
120,F.Y.R. Macedonia,Australia,8,f,J,n,13,0,9,2,1,4,n,n,Slavic,Germanic,n,n,0,NA,NA,NA,NA,2071278,NA,NA,NA,10899.58,1204616.44,0.009048174703643,41.9973,21.428,-35.4735,149.0124,15482.69296936,Solo,Female,Macedonian,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
121,F.Y.R. Macedonia,Australia,3,f,T,n,13,0,9,2,1,4,n,n,Slavic,Germanic,n,n,0,NA,NA,NA,NA,2071278,NA,NA,NA,10899.58,1204616.44,0.009048174703643,41.9973,21.428,-35.4735,149.0124,15482.69296936,Solo,Female,Macedonian,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
122,F.Y.R. Macedonia,Australia,4,sf2,J,n,10,0,9,2,1,4,n,n,Slavic,Germanic,n,n,0,NA,NA,NA,NA,2071278,NA,NA,NA,10899.58,1204616.44,0.009048174703643,41.9973,21.428,-35.4735,149.0124,15482.69296936,Solo,Female,Macedonian,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
123,F.Y.R. Macedonia,Australia,4,sf2,T,n,10,0,9,2,1,4,n,n,Slavic,Germanic,n,n,0,NA,NA,NA,NA,2071278,NA,NA,NA,10899.58,1204616.44,0.009048174703643,41.9973,21.428,-35.4735,149.0124,15482.69296936,Solo,Female,Macedonian,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
124,Finland,Australia,8,f,J,n,13,5,10,5,1,4,n,n,Uralic,Germanic,n,n,0,1121,588,5150146,5257543,5487308,0.003324811218346,0.002559136509042,0.005883947727388,236785.05,1204616.44,0.19656468410808,60.1699,24.9384,-35.4735,149.0124,15224.7795910936,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
125,Finland,Australia,7,f,T,n,13,5,10,5,1,4,n,n,Uralic,Germanic,n,n,0,1121,588,5150146,5257543,5487308,0.003324811218346,0.002559136509042,0.005883947727388,236785.05,1204616.44,0.19656468410808,60.1699,24.9384,-35.4735,149.0124,15224.7795910936,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
126,France,Australia,6,f,J,n,13,2,11,1,1,4,n,n,ItalicRomance,Germanic,n,n,0,NA,NA,NA,62351387,66759950,NA,NA,NA,2465453.98,1204616.44,2.04667137034922,48.8566,2.3522,-35.4735,149.0124,16924.9740209927,Solo,Female,Mixed,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
127,Georgia,Australia,8,f,J,n,13,0,12,1,1,4,n,n,Kartvelian,Germanic,n,n,0,NA,NA,NA,NA,3720400,NA,NA,NA,14332.88,1204616.44,0.011898293534828,41.7151,44.8271,-35.4735,149.0124,13605.0618722803,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
128,Georgia,Australia,1,f,T,n,13,0,12,1,1,4,n,n,Kartvelian,Germanic,n,n,0,NA,NA,NA,NA,3720400,NA,NA,NA,14332.88,1204616.44,0.011898293534828,41.7151,44.8271,-35.4735,149.0124,13605.0618722803,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
129,Georgia,Australia,8,sf2,J,n,10,0,12,1,1,4,n,n,Kartvelian,Germanic,n,n,0,NA,NA,NA,NA,3720400,NA,NA,NA,14332.88,1204616.44,0.011898293534828,41.7151,44.8271,-35.4735,149.0124,13605.0618722803,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
130,Georgia,Australia,4,sf2,T,n,10,0,12,1,1,4,n,n,Kartvelian,Germanic,n,n,0,NA,NA,NA,NA,3720400,NA,NA,NA,14332.88,1204616.44,0.011898293534828,41.7151,44.8271,-35.4735,149.0124,13605.0618722803,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
131,Germany,Australia,6,f,J,n,13,7,13,2,1,4,n,n,Germanic,Germanic,y,n,0,NA,11787,NA,73523726,82800000,NA,0.001270661043432,NA,3466756.88,1204616.44,2.87789271745287,52.52,13.405,-35.4735,149.0124,16073.2239520058,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
132,Germany,Australia,5,f,T,n,13,7,13,2,1,4,n,n,Germanic,Germanic,y,n,0,NA,11787,NA,73523726,82800000,NA,0.001270661043432,NA,3466756.88,1204616.44,2.87789271745287,52.52,13.405,-35.4735,149.0124,16073.2239520058,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
133,Germany,Australia,7,sf2,J,n,10,7,13,2,1,4,n,n,Germanic,Germanic,y,n,0,NA,11787,NA,73523726,82800000,NA,0.001270661043432,NA,3466756.88,1204616.44,2.87789271745287,52.52,13.405,-35.4735,149.0124,16073.2239520058,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
134,Germany,Australia,10,sf2,T,n,10,7,13,2,1,4,n,n,Germanic,Germanic,y,n,0,NA,11787,NA,73523726,82800000,NA,0.001270661043432,NA,3466756.88,1204616.44,2.87789271745287,52.52,13.405,-35.4735,149.0124,16073.2239520058,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
135,Greece,Australia,7,f,J,n,13,5,14,3,1,4,n,n,Hellenic,Germanic,n,n,0,NA,NA,NA,NA,10783748,NA,NA,NA,194558.65,1204616.44,0.161510870630323,37.9838,23.7275,-35.4735,149.0124,15201.8574462324,Solo,Female,Mixed,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
136,Greece,Australia,5,f,T,n,13,5,14,3,1,4,n,n,Hellenic,Germanic,n,n,0,NA,NA,NA,NA,10783748,NA,NA,NA,194558.65,1204616.44,0.161510870630323,37.9838,23.7275,-35.4735,149.0124,15201.8574462324,Solo,Female,Mixed,English,0,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
137,Hungary,Australia,12,f,J,n,13,8,1,5,1,4,y,n,Uralic,Germanic,n,n,0,997,165,9326183,9673897,9830485,0.001976989978227,0.001053720591616,0.003030710569844,124342.94,1204616.44,0.103222018122217,47.4979,19.0402,-35.4735,149.0124,15720.8334103156,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
138,Hungary,Australia,3,f,T,n,13,8,1,5,1,4,y,n,Uralic,Germanic,n,n,0,997,165,9326183,9673897,9830485,0.001976989978227,0.001053720591616,0.003030710569844,124342.94,1204616.44,0.103222018122217,47.4979,19.0402,-35.4735,149.0124,15720.8334103156,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
139,Iceland,Australia,10,f,J,n,13,8,15,1,1,4,n,n,Germanic,Germanic,y,n,0,130,55,290507,306044,332529,0.003093617628861,0.002076647158769,0.00517026478763,20047.41,1204616.44,0.016642152086186,64.1265,-21.8174,-35.4735,149.0124,16769.1828706941,Solo,Female,English,English,1,0.523,0.818,4,-4.062,0,0.071,0.344,0,0.098,0.317,135.56,195480,4
