id,From_country,To_country,Points,Round,Voting_Method,Host_Nation,OOA,Average_Points,VBlocs1_FC,VBlocs2_FC,VBlocs1_TC,VBlocs2_TC,ComVBlocs1,ComVBlocs2,FC_LANGFAM,TC_LANGFAM,ComLANGFAM,Neighbours,TC_NumNeigh,FC_NonCOB,FC_NonCitzens,FC_COB,FC_Citizens,FC_Population,METRIC_COB,METRIC_Citizens,METRIC_COBCit,FC_GDP_mil,TC_GDP_mil,GDP_PROP,FC_CAP_LAT,FC_CAP_LON,TC_CAP_LAT,TC_CAP_LON,CAP_DIST_km,TC_PerfType,TC_SingerGender,FC_SONGLANG,TC_SONGLANG,ComSONGLAN,danceability,energy,key,loudiness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
970,Malta,Italy,8,f,J,n,6,8.44444444444444,19,1,1,3,n,n,Semitic,ItalicRomance,n,n,5,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,1849970.46,0.005918521531419,35.8989,14.5146,41.9028,12.4964,690.008439647896,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
971,Malta,Italy,7,f,T,n,6,8.44444444444444,19,1,1,3,n,n,Semitic,ItalicRomance,n,n,5,NA,NA,NA,NA,434403,NA,NA,NA,10949.09,1849970.46,0.005918521531419,35.8989,14.5146,41.9028,12.4964,690.008439647896,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
972,Montenegro,Italy,4,f,T,n,6,5,1,2,1,3,y,n,Slavic,ItalicRomance,n,n,5,NA,NA,NA,NA,622218,NA,NA,NA,4173.26,1849970.46,0.002255852236689,42.4304,19.2594,41.9028,12.4964,560.314790706729,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
973,Norway,Italy,12,f,J,n,6,5,21,1,1,3,n,n,Germanic,ItalicRomance,n,n,5,4376,4736,4436678,4676268,5213985,0.005629693287208,0.008807606975416,0.014437300262625,370556.67,1849970.46,0.200304101071971,59.9139,10.7522,41.9028,12.4964,2006.30180730698,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
974,San Marino,Italy,10,f,J,n,6,8.25,1,5,1,3,y,n,ItalianRomance,ItalicRomance,n,y,5,NA,NA,NA,NA,33005,NA,NA,NA,1500,1849970.46,0.000810823757694,43.9356,12.4473,41.9028,12.4964,226.072391324881,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
975,Slovenia,Italy,1,f,T,n,6,6.8,1,2,1,3,y,n,Slavic,ItalicRomance,n,y,5,3843,1841,1822985,1956422,2064188,0.015932637653761,0.017083310134922,0.033015947788683,43990.64,1849970.46,0.023779104018775,46.0569,14.5058,41.9028,12.4964,489.05151574219,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
976,Spain,Italy,5,f,J,n,6,8.36842105263158,1,3,1,3,y,y,ItalianRomance,ItalicRomance,n,n,5,NA,191618,40521758,42022582,46440099,NA,0.04337685627469,NA,1232088.19,1849970.46,0.666004250684089,40.4168,-3.7038,41.9028,12.4964,1364.17113998267,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
977,Spain,Italy,3,f,T,n,6,8.36842105263158,1,3,1,3,y,y,ItalianRomance,ItalicRomance,n,n,5,NA,191618,40521758,42022582,46440099,NA,0.04337685627469,NA,1232088.19,1849970.46,0.666004250684089,40.4168,-3.7038,41.9028,12.4964,1364.17113998267,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
978,Switzerland,Italy,2,f,J,n,6,5.78947368421053,1,5,1,3,y,n,Germanic,ItalicRomance,n,y,5,263337,311742,5910732,6278459,8327126,0.108979330357549,0.152168214746467,0.261147545104016,659827.24,1849970.46,0.356669068110417,46.948,7.4474,41.9028,12.4964,689.221365272941,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
979,Switzerland,Italy,7,f,T,n,6,5.78947368421053,1,5,1,3,y,n,Germanic,ItalicRomance,n,y,5,263337,311742,5910732,6278459,8327126,0.108979330357549,0.152168214746467,0.261147545104016,659827.24,1849970.46,0.356669068110417,46.948,7.4474,41.9028,12.4964,689.221365272941,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
980,The Netherlands,Italy,6,f,J,n,6,6.16666666666667,1,5,1,3,y,n,Germanic,ItalicRomance,n,n,5,27624,29492,14922597,16078619,16900726,0.013964711098215,0.035873675811056,0.049838386909271,770845.05,1849970.46,0.416679653360519,52.3702,4.8952,41.9028,12.4964,1296.49638017412,Solo,Female,English,Mixed,0,0.286,0.777,0,-3.661,1,0.0424,0.0197,0,0.165,0.347,149.965,188133,4
981,Albania,Latvia,1,sf2,J,n,1,0,1,3,17,5,n,n,Albanian,Baltic,n,n,4,NA,NA,NA,NA,2886026,NA,NA,NA,11926.86,27677.39,0.430924303194774,41.3275,119.8187,56.9496,24.1052,6577.58693819509,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
982,Australia,Latvia,5,sf2,T,n,1,7,1,4,17,5,n,n,Germanic,Baltic,n,n,4,NA,NA,NA,NA,24168303,NA,NA,NA,1204616.44,27677.39,43.5234839701287,-35.4735,149.0124,56.9496,24.1052,15320.5923537769,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
983,Belarus,Latvia,5,f,T,n,20,4.57142857142857,4,1,17,5,n,n,Slavic,Baltic,n,y,4,NA,NA,NA,NA,9498364,NA,NA,NA,47433.44,27677.39,1.71379743537956,53.9045,27.5615,56.9496,24.1052,402.640738714484,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
984,Belarus,Latvia,5,sf2,T,n,1,4.57142857142857,4,1,17,5,n,n,Slavic,Baltic,n,y,4,NA,NA,NA,NA,9498364,NA,NA,NA,47433.44,27677.39,1.71379743537956,53.9045,27.5615,56.9496,24.1052,402.640738714484,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
985,Belgium,Latvia,3,sf2,T,n,1,7.5,5,1,17,5,n,n,Germanic,Baltic,n,n,4,1661,1778,9461830,9977874,11311117,0.000898184002808,0.001333590350746,0.002231774353554,466365.73,27677.39,16.8500617290864,50.8503,4.3517,56.9496,24.1052,1453.79128415896,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
986,Czech Republic,Latvia,1,f,J,n,20,4,7,1,17,5,n,n,Slavic,Baltic,n,n,4,473,426,10120553,10077497,10553843,0.001091647626301,0.000894307919034,0.001985955545335,99300.33,27677.39,3.58777796605822,50.0755,14.4378,56.9496,24.1052,994.513294730177,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
987,Denmark,Latvia,3,sf2,J,n,1,5,1,4,17,5,n,n,Germanic,Baltic,n,n,4,4750,4961,5069632,5244104,5707251,0.00744958980206,0.010711501963739,0.0181610917658,306142.94,27677.39,11.0611202862698,55.6761,12.5683,56.9496,24.1052,724.565670858284,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
988,Denmark,Latvia,2,sf2,T,n,1,5,1,4,17,5,n,n,Germanic,Baltic,n,n,4,4750,4961,5069632,5244104,5707251,0.00744958980206,0.010711501963739,0.0181610917658,306142.94,27677.39,11.0611202862698,55.6761,12.5683,56.9496,24.1052,724.565670858284,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
989,Estonia,Latvia,8,f,J,n,20,7.73333333333333,8,5,17,5,n,y,Uralic,Baltic,n,y,4,4782,2987,1122085,1117693,1315944,0.024667412913509,0.015066758805756,0.039734171719266,23136.74,27677.39,0.835943707119783,59.437,24.7536,56.9496,24.1052,279.180865198021,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
990,Estonia,Latvia,7,f,T,n,20,7.73333333333333,8,5,17,5,n,y,Uralic,Baltic,n,y,4,4782,2987,1122085,1117693,1315944,0.024667412913509,0.015066758805756,0.039734171719266,23136.74,27677.39,0.835943707119783,59.437,24.7536,56.9496,24.1052,279.180865198021,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
991,F.Y.R. Macedonia,Latvia,3,f,J,n,20,4,9,2,17,5,n,n,Slavic,Baltic,n,n,4,NA,NA,NA,NA,2071278,NA,NA,NA,10899.58,27677.39,0.393808086672912,41.9973,21.428,56.9496,24.1052,1673.50848657834,Solo,Male,Macedonian,English,0,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
992,F.Y.R. Macedonia,Latvia,2,sf2,J,n,1,4,9,2,17,5,n,n,Slavic,Baltic,n,n,4,NA,NA,NA,NA,2071278,NA,NA,NA,10899.58,27677.39,0.393808086672912,41.9973,21.428,56.9496,24.1052,1673.50848657834,Solo,Male,Macedonian,English,0,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
993,F.Y.R. Macedonia,Latvia,7,sf2,T,n,1,4,9,2,17,5,n,n,Slavic,Baltic,n,n,4,NA,NA,NA,NA,2071278,NA,NA,NA,10899.58,27677.39,0.393808086672912,41.9973,21.428,56.9496,24.1052,1673.50848657834,Solo,Male,Macedonian,English,0,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
994,Finland,Latvia,2,f,T,n,20,6,10,5,17,5,n,y,Uralic,Baltic,n,n,4,1778,1791,5150146,5257543,5487308,0.005273429390026,0.007794920897439,0.013068350287465,236785.05,27677.39,8.55517987787143,60.1699,24.9384,56.9496,24.1052,361.31956046841,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
995,Georgia,Latvia,7,f,J,n,20,4.8,12,1,17,5,n,n,Kartvelian,Baltic,n,n,4,NA,NA,NA,NA,3720400,NA,NA,NA,14332.88,27677.39,0.51785518793499,41.7151,44.8271,56.9496,24.1052,2245.59423395504,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
996,Georgia,Latvia,6,f,T,n,20,4.8,12,1,17,5,n,n,Kartvelian,Baltic,n,n,4,NA,NA,NA,NA,3720400,NA,NA,NA,14332.88,27677.39,0.51785518793499,41.7151,44.8271,56.9496,24.1052,2245.59423395504,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
997,Georgia,Latvia,5,sf2,J,n,1,4.8,12,1,17,5,n,n,Kartvelian,Baltic,n,n,4,NA,NA,NA,NA,3720400,NA,NA,NA,14332.88,27677.39,0.51785518793499,41.7151,44.8271,56.9496,24.1052,2245.59423395504,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
998,Georgia,Latvia,8,sf2,T,n,1,4.8,12,1,17,5,n,n,Kartvelian,Baltic,n,n,4,NA,NA,NA,NA,3720400,NA,NA,NA,14332.88,27677.39,0.51785518793499,41.7151,44.8271,56.9496,24.1052,2245.59423395504,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
999,Germany,Latvia,2,f,J,n,20,8,13,2,17,5,n,n,Germanic,Baltic,n,n,4,NA,30420,NA,73523726,82800000,NA,0.003279333922219,NA,3466756.88,27677.39,125.25591755581,52.52,13.405,56.9496,24.1052,843.768665777228,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1000,Germany,Latvia,5,sf2,J,n,1,8,13,2,17,5,n,n,Germanic,Baltic,n,n,4,NA,30420,NA,73523726,82800000,NA,0.003279333922219,NA,3466756.88,27677.39,125.25591755581,52.52,13.405,56.9496,24.1052,843.768665777228,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1001,Germany,Latvia,3,sf2,T,n,1,8,13,2,17,5,n,n,Germanic,Baltic,n,n,4,NA,30420,NA,73523726,82800000,NA,0.003279333922219,NA,3466756.88,27677.39,125.25591755581,52.52,13.405,56.9496,24.1052,843.768665777228,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1002,Hungary,Latvia,8,f,J,n,20,3,1,5,17,5,n,y,Uralic,Baltic,n,n,4,195,142,9326183,9673897,9830485,0.000386673064949,0.00090683832733,0.00129351139228,124342.94,27677.39,4.49258185110663,47.4979,19.0402,56.9496,24.1052,1105.40539949648,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1003,Ireland,Latvia,1,f,J,n,20,8.27272727272727,1,5,17,5,n,y,Germanic,Baltic,n,n,4,19772,20989,3926156,4137894,4724720,0.024759443200545,0.035766990555974,0.060526433756519,294053.6,27677.39,10.6243254873382,53.3498,-6.2603,56.9496,24.1052,1953.3047322386,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1004,Ireland,Latvia,7,f,T,n,20,8.27272727272727,1,5,17,5,n,y,Germanic,Baltic,n,n,4,19772,20989,3926156,4137894,4724720,0.024759443200545,0.035766990555974,0.060526433756519,294053.6,27677.39,10.6243254873382,53.3498,-6.2603,56.9496,24.1052,1953.3047322386,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1005,Ireland,Latvia,4,sf2,J,n,1,8.27272727272727,1,5,17,5,n,y,Germanic,Baltic,n,n,4,19772,20989,3926156,4137894,4724720,0.024759443200545,0.035766990555974,0.060526433756519,294053.6,27677.39,10.6243254873382,53.3498,-6.2603,56.9496,24.1052,1953.3047322386,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1006,Ireland,Latvia,7,sf2,T,n,1,8.27272727272727,1,5,17,5,n,y,Germanic,Baltic,n,n,4,19772,20989,3926156,4137894,4724720,0.024759443200545,0.035766990555974,0.060526433756519,294053.6,27677.39,10.6243254873382,53.3498,-6.2603,56.9496,24.1052,1953.3047322386,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1007,Israel,Latvia,5,f,J,n,20,6.66666666666667,15,1,17,5,n,n,Semetic,Baltic,n,n,4,NA,NA,NA,NA,NA,NA,NA,NA,318743.69,27677.39,11.5163926222812,31.7683,35.2137,56.9496,24.1052,2927.41241899432,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1008,Israel,Latvia,7,sf2,J,n,1,6.66666666666667,15,1,17,5,n,n,Semetic,Baltic,n,n,4,NA,NA,NA,NA,NA,NA,NA,NA,318743.69,27677.39,11.5163926222812,31.7683,35.2137,56.9496,24.1052,2927.41241899432,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1009,Lithuania,Latvia,7,f,J,n,20,10,18,6,17,5,n,n,Baltic,Baltic,y,y,4,5578,851,2758852,2869876,2888558,0.043004949655375,0.04555186810834,0.088556817763714,42738.88,27677.39,1.54418028578562,54.6872,253,56.9496,24.1052,6847.81237210475,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1010,Lithuania,Latvia,12,f,T,n,20,10,18,6,17,5,n,n,Baltic,Baltic,y,y,4,5578,851,2758852,2869876,2888558,0.043004949655375,0.04555186810834,0.088556817763714,42738.88,27677.39,1.54418028578562,54.6872,253,56.9496,24.1052,6847.81237210475,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1011,Lithuania,Latvia,7,sf2,J,n,1,10,18,6,17,5,n,n,Baltic,Baltic,y,y,4,5578,851,2758852,2869876,2888558,0.043004949655375,0.04555186810834,0.088556817763714,42738.88,27677.39,1.54418028578562,54.6872,253,56.9496,24.1052,6847.81237210475,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1012,Lithuania,Latvia,12,sf2,T,n,1,10,18,6,17,5,n,n,Baltic,Baltic,y,y,4,5578,851,2758852,2869876,2888558,0.043004949655375,0.04555186810834,0.088556817763714,42738.88,27677.39,1.54418028578562,54.6872,253,56.9496,24.1052,6847.81237210475,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1013,Moldova,Latvia,1,f,T,n,20,5,20,1,17,5,n,n,ItalicRomance,Baltic,n,n,4,NA,NA,NA,NA,3553056,NA,NA,NA,6749.52,27677.39,0.24386403486745,47.0105,28.8638,56.9496,24.1052,1151.52983408717,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1014,Norway,Latvia,3,f,T,n,20,6.83333333333333,21,1,17,5,n,n,Germanic,Baltic,n,n,4,9985,10768,4436678,4676268,5213985,0.012845632420652,0.020025403697484,0.032871036118136,370556.67,27677.39,13.3884253536912,59.9139,10.7522,56.9496,24.1052,842.41424513679,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1015,Norway,Latvia,2,sf2,J,n,1,6.83333333333333,21,1,17,5,n,n,Germanic,Baltic,n,n,4,9985,10768,4436678,4676268,5213985,0.012845632420652,0.020025403697484,0.032871036118136,370556.67,27677.39,13.3884253536912,59.9139,10.7522,56.9496,24.1052,842.41424513679,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1016,Norway,Latvia,3,sf2,T,n,1,6.83333333333333,21,1,17,5,n,n,Germanic,Baltic,n,n,4,9985,10768,4436678,4676268,5213985,0.012845632420652,0.020025403697484,0.032871036118136,370556.67,27677.39,13.3884253536912,59.9139,10.7522,56.9496,24.1052,842.41424513679,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1017,Poland,Latvia,6,f,J,n,20,6.75,1,5,17,5,n,y,Slavic,Baltic,n,n,4,NA,246,NA,37811676,37967209,NA,0.001581657911826,NA,469508.68,27677.39,16.9636183180567,52.2297,21.0122,56.9496,24.1052,561.244934405817,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1018,Poland,Latvia,5,f,T,n,20,6.75,1,5,17,5,n,y,Slavic,Baltic,n,n,4,NA,246,NA,37811676,37967209,NA,0.001581657911826,NA,469508.68,27677.39,16.9636183180567,52.2297,21.0122,56.9496,24.1052,561.244934405817,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1019,Poland,Latvia,6,sf2,J,n,1,6.75,1,5,17,5,n,y,Slavic,Baltic,n,n,4,NA,246,NA,37811676,37967209,NA,0.001581657911826,NA,469508.68,27677.39,16.9636183180567,52.2297,21.0122,56.9496,24.1052,561.244934405817,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1020,Poland,Latvia,5,sf2,T,n,1,6.75,1,5,17,5,n,y,Slavic,Baltic,n,n,4,NA,246,NA,37811676,37967209,NA,0.001581657911826,NA,469508.68,27677.39,16.9636183180567,52.2297,21.0122,56.9496,24.1052,561.244934405817,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1021,Russia,Latvia,3,f,J,n,20,3.25,3,1,17,5,n,n,Slavic,Baltic,n,y,4,NA,NA,NA,NA,NA,NA,NA,NA,1283162.35,27677.39,46.3613928191929,55.7558,37.6173,56.9496,24.1052,841.57046662562,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1022,Russia,Latvia,1,f,T,n,20,3.25,3,1,17,5,n,n,Slavic,Baltic,n,y,4,NA,NA,NA,NA,NA,NA,NA,NA,1283162.35,27677.39,46.3613928191929,55.7558,37.6173,56.9496,24.1052,841.57046662562,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1023,San Marino,Latvia,6,f,T,n,20,7,1,5,17,5,n,y,ItalianRomance,Baltic,n,n,4,NA,NA,NA,NA,33005,NA,NA,NA,1500,27677.39,0.054195861676264,43.9356,12.4473,56.9496,24.1052,1660.8273287164,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1024,Slovenia,Latvia,7,f,J,n,20,6.33333333333333,1,2,17,5,n,n,Slavic,Baltic,n,n,4,38,30,1822985,1956422,2064188,0.000157543645809,0.000278380936473,0.000435924582282,43990.64,27677.39,1.5894070936602,46.0569,14.5058,56.9496,24.1052,1378.48382152688,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1025,Slovenia,Latvia,10,sf2,J,n,1,6.33333333333333,1,2,17,5,n,n,Slavic,Baltic,n,n,4,38,30,1822985,1956422,2064188,0.000157543645809,0.000278380936473,0.000435924582282,43990.64,27677.39,1.5894070936602,46.0569,14.5058,56.9496,24.1052,1378.48382152688,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1026,Switzerland,Latvia,3,f,J,n,20,4.4,1,5,17,5,n,y,Germanic,Baltic,n,n,4,2074,2092,5910732,6278459,8327126,0.000858303736891,0.001021151802611,0.001879455539502,659827.24,27677.39,23.8399372195138,46.948,7.4474,56.9496,24.1052,1585.88121506917,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1027,Switzerland,Latvia,6,sf2,J,n,1,4.4,1,5,17,5,n,y,Germanic,Baltic,n,n,4,2074,2092,5910732,6278459,8327126,0.000858303736891,0.001021151802611,0.001879455539502,659827.24,27677.39,23.8399372195138,46.948,7.4474,56.9496,24.1052,1585.88121506917,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1028,Ukraine,Latvia,8,f,J,n,20,2.4,3,1,17,5,n,n,Slavic,Baltic,n,n,4,NA,NA,NA,NA,42590879,NA,NA,NA,93270.48,27677.39,3.3699160217058,50.4501,30.5234,56.9496,24.1052,836.327705411118,Solo,Male,Mixed,English,0,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1029,Ukraine,Latvia,5,f,T,n,20,2.4,3,1,17,5,n,n,Slavic,Baltic,n,n,4,NA,NA,NA,NA,42590879,NA,NA,NA,93270.48,27677.39,3.3699160217058,50.4501,30.5234,56.9496,24.1052,836.327705411118,Solo,Male,Mixed,English,0,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1030,Ukraine,Latvia,6,sf2,J,n,1,2.4,3,1,17,5,n,n,Slavic,Baltic,n,n,4,NA,NA,NA,NA,42590879,NA,NA,NA,93270.48,27677.39,3.3699160217058,50.4501,30.5234,56.9496,24.1052,836.327705411118,Solo,Male,Mixed,English,0,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1031,Ukraine,Latvia,3,sf2,T,n,1,2.4,3,1,17,5,n,n,Slavic,Baltic,n,n,4,NA,NA,NA,NA,42590879,NA,NA,NA,93270.48,27677.39,3.3699160217058,50.4501,30.5234,56.9496,24.1052,836.327705411118,Solo,Male,Mixed,English,0,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1032,United Kingdom,Latvia,3,f,T,n,20,6.33333333333333,3,1,17,5,n,n,Germanic,Baltic,n,n,4,95266,98145,NA,NA,65383556,NA,NA,NA,2618885.69,27677.39,94.6218444007907,52.5074,-0.1278,56.9496,24.1052,1622.51549854651,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1033,United Kingdom,Latvia,5,sf2,T,n,1,6.33333333333333,3,1,17,5,n,n,Germanic,Baltic,n,n,4,95266,98145,NA,NA,65383556,NA,NA,NA,2618885.69,27677.39,94.6218444007907,52.5074,-0.1278,56.9496,24.1052,1622.51549854651,Solo,Male,English,English,1,0.675,0.551,1,-7.268,1,0.0665,0.0337,0,0.0921,0.515,114.97,176353,4
1034,Albania,Lithuania,4,f,T,n,16,0,1,3,18,6,n,n,Albanian,Baltic,n,n,4,NA,NA,NA,NA,2886026,NA,NA,NA,11926.86,42738.88,0.279063466333231,41.3275,119.8187,54.6872,253,8444.12052506103,Solo,Male,English,English,1,0.477,0.79,9,-6.063,1,0.0392,0.00321,0,0.241,0.458,134.054,183268,4
1035,Albania,Lithuania,4,sf2,T,n,9,0,1,3,18,6,n,n,Albanian,Baltic,n,n,4,NA,NA,NA,NA,2886026,NA,NA,NA,11926.86,42738.88,0.279063466333231,41.3275,119.8187,54.6872,253,8444.12052506103,Solo,Male,English,English,1,0.477,0.79,9,-6.063,1,0.0392,0.00321,0,0.241,0.458,134.054,183268,4
1036,Australia,Lithuania,7,f,J,n,16,0,1,4,18,6,n,n,Germanic,Baltic,n,n,4,NA,NA,NA,NA,24168303,NA,NA,NA,1204616.44,42738.88,28.1854938641349,-35.4735,149.0124,54.6872,253,13994.289405253,Solo,Male,English,English,1,0.477,0.79,9,-6.063,1,0.0392,0.00321,0,0.241,0.458,134.054,183268,4
1037,Australia,Lithuania,1,f,T,n,16,0,1,4,18,6,n,n,Germanic,Baltic,n,n,4,NA,NA,NA,NA,24168303,NA,NA,NA,1204616.44,42738.88,28.1854938641349,-35.4735,149.0124,54.6872,253,13994.289405253,Solo,Male,English,English,1,0.477,0.79,9,-6.063,1,0.0392,0.00321,0,0.241,0.458,134.054,183268,4
1038,Australia,Lithuania,7,sf2,J,n,9,0,1,4,18,6,n,n,Germanic,Baltic,n,n,4,NA,NA,NA,NA,24168303,NA,NA,NA,1204616.44,42738.88,28.1854938641349,-35.4735,149.0124,54.6872,253,13994.289405253,Solo,Male,English,English,1,0.477,0.79,9,-6.063,1,0.0392,0.00321,0,0.241,0.458,134.054,183268,4
